event_id,source_type,source_path,local_id,date,summary,primary_category,secondary_categories,scope,status,explicitness,confidence,evidence_section,line_start,line_end,evidence_paraphrase,alternatives,rationale,current_docs,related_adrs,canonical_id,adr_coverage,adr_recommendation,included_in_primary_total,reviewer_notes
DEA-DEC-0367,Plan,work/plans/tools/closed/2026-05-06-shared-uv-workspace-monorepo-noref.md,D02,2026-05-06,Shared development and documentation dependency groups are owned once by the root pyproject rather than duplicated in level projects.,Repository and process architecture,,Repository/tooling,Retained,Explicit,High,Approach / Phase 1 — Add root pyproject and reshape level pyprojects,118,131,The root project takes the union of dev/docs groups while level projects retain only their own project and pytest configuration.,Keep duplicated dependency groups in each level | Create a third tooling project solely for shared development dependencies,Central ownership makes the single workspace lock authoritative while preserving level-specific test settings.,MONOREPO.md | CLAUDE.md | pyproject.toml,docs/decisions/0004-monorepo-directory-structure.md,DEA-CANON-0357,Covered as part of a broader ADR,Covered by the root-workspace portion of ADR-0004 and current monorepo documentation.,Yes,
DEA-DEC-0368,Plan,work/plans/tools/closed/2026-05-06-shared-uv-workspace-monorepo-noref.md,D03,2026-05-06,uv remains optional: make venv prefers uv but falls back to an existing environment or python -m venv plus pip.,Portability,Repository and process architecture,Repository/tooling,Retained,Explicit,High,Summary,67,71,"The root command preserves the three-tier uv-to-pip fallback, explicitly making uv an accelerator rather than a hard prerequisite.",Require uv for every developer and CI environment | Use pip only and remove the lock-based fast path,The repository gains one deterministic uv workspace without excluding environments where uv is unavailable.,MONOREPO.md | CLAUDE.md | Makefile,docs/decisions/0004-monorepo-directory-structure.md,DEA-CANON-0358,Partially covered,Extend ADR-0004 to state that uv is optional and the pip fallback is a maintained portability contract; no new ADR is needed.,Yes,
DEA-DEC-0369,Plan,l0/work/plans/tools/closed/2026-05-07-versioned-api-reference-export-archive-noref.md,D01,2026-05-07,The public Markdown API-reference release asset is named dea_l0_api_reference-<TAG>.tar.gz.,CLI and distribution,,L0,Retained,Explicit,High,Solution / Decisions,44,46,"The plan selects a level-, purpose-, and tag-qualified archive filename matching the PDF artifact family.",Keep blog-export.tar.gz | Use an unversioned dea_l0_api_reference.tar.gz release asset,The name identifies both artifact purpose and exact release in listings and downstream caches.,l0/docs/README.md | .github/workflows/l0-release.yml | .github/workflows/l0-snapshot.yml | .github/workflows/l0-docs-publish.yml,,DEA-CANON-0359,Not covered,P1: include the stable public L0 release-asset naming family in an L0 distribution/release contract ADR.,Yes,
DEA-DEC-0370,Plan,l0/work/plans/bug-fixes/closed/2026-05-08-stage2-pointer-indexing-parity-noref.md,D01,2026-05-08,Raw pointer indexing is not part of the L0 language surface; all ptr[i] forms are rejected.,Type system,Language semantics,L0,Retained,Explicit,High,Scope,118,134,"The plan requires every raw pointer base, including int*, byte*, and string*, to be rejected and states that L0 has no indexable type until future array work.",Allow direct C-like indexing on non-null pointers | Permit pointer indexing only for selected pointee types,L0 deliberately omits pointer arithmetic and has no array type whose bounds or ownership could give indexing a safe contract.,l0/docs/decisions/0002-pointer-model-no-address-of.md | l0/docs/reference/design-decisions.md | docs/specs/compiler/diagnostic-code-catalog.md,l0/docs/decisions/0002-pointer-model-no-address-of.md,DEA-CANON-0360,Directly covered,Covered by the L0 pointer-model ADR.,Yes,
DEA-DEC-0371,Plan,l0/work/plans/bug-fixes/closed/2026-05-08-stage2-pointer-indexing-parity-noref.md,D02,2026-05-08,"L0 retains postfix index syntax and EX_INDEX AST nodes, but semantic analysis rejects them because no current L0 type is indexable.",Frontend architecture,Semantic analysis,L0,Retained,Explicit,High,Approach / 3. Tighten the L0 docs; 4. Keep parser and AST surface unchanged,185,206,"The parser continues building EX_INDEX and the type checker owns rejection, preserving the frontend shape for future array support.",Reject bracket indexing in the parser | Remove EX_INDEX until arrays exist,Keeping a syntactic/AST form avoids another parser redesign when a safe indexable type is eventually introduced.,l0/docs/reference/design-decisions.md | l0/docs/reference/grammar.md,l0/docs/decisions/0002-pointer-model-no-address-of.md,DEA-CANON-0361,Covered as part of a broader ADR,The stable language exclusion is covered by ADR-0002; the preparatory AST placement is too implementation-specific for a standalone ADR.,Yes,
DEA-DEC-0372,Plan,l0/work/plans/bug-fixes/closed/2026-05-08-stage2-pointer-indexing-parity-noref.md,D03,2026-05-08,"L0 uses the generic TYP-0212 invalid-base diagnostic for non-null indexing bases, including raw pointers, rather than creating a pointer-specific code.",Diagnostics and recovery,Semantic analysis,L0,Retained,Explicit,High,Approach / 2. Align parser and type-checker diagnostics with the intended rule,177,183,The plan preserves TYP-0212 as the generic non-null invalid-base code and explicitly declines to split pointer and non-pointer cases.,Allocate a dedicated L0 raw-pointer-index diagnostic | Reuse the L1 pointer-index diagnostic family,"All non-null bases share one unsupported-indexing condition in L0, so a pointer-specific taxonomy would imply a semantic distinction the language does not have.",docs/specs/compiler/diagnostic-code-catalog.md | l0/docs/reference/design-decisions.md,docs/decisions/0005-diagnostic-code-catalog.md,DEA-CANON-0362,Covered as part of a broader ADR,Covered by the shared diagnostic-catalog ADR and catalog; no standalone ADR is warranted.,Yes,
DEA-DEC-0373,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D01,2026-05-08,unsafe is reserved and prefixes L1 function declarations as unsafe func and unsafe extern func.,Language syntax,Language semantics,L1,Retained,Explicit,High,Defaults Chosen,63,67,The plan fixes the prefix position for ordinary and extern unsafe function declarations.,Place unsafe after func or extern | Use an attribute or block-level marker instead of a declaration modifier,A function-level prefix exposes the unchecked contract at the declaration boundary and composes with extern declarations.,l1/docs/reference/grammar.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,DEA-CANON-0363,Directly covered,Covered by the L1 unsafe-marker ADR.,Yes,
DEA-DEC-0374,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D02,2026-05-08,Unsafe function pointer types are spelled unsafe func(...) -> T.,Language syntax,Type system,L1,Retained,Explicit,High,Defaults Chosen,67,67,The plan selects the unsafe prefix as part of function-type syntax.,Attach unsafe to the pointer value rather than the function type | Represent unsafe only on declarations and erase it from function pointer syntax,The source type visibly preserves the raw-memory contract through indirect references.,l1/docs/reference/grammar.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,DEA-CANON-0364,Directly covered,Covered by the function-pointer and unsafe-marker ADRs.,Yes,
DEA-DEC-0375,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D03,2026-05-08,Safe and unsafe function pointer types are distinct and have no implicit conversion in either direction.,Type system,Language semantics,L1,Retained,Explicit,High,Defaults Chosen,68,68,The unsafe bit participates in type identity and neither type implicitly converts to the other.,Treat unsafe as documentation only and erase it from type identity | Allow a one-way implicit conversion,Strict type identity prevents an indirect function reference from silently losing or gaining its declared memory contract.,l1/docs/reference/design-decisions.md | l1/docs/specs/compiler/abi.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,DEA-CANON-0365,Directly covered,Covered by ADR-0007 and ADR-0010.,Yes,
DEA-DEC-0376,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D04,2026-05-08,"The unsafe function marker is a contract/type annotation, not a call-site gate; safe code may call unsafe function values.",Language semantics,Type system,L1,Retained,Explicit,High,Defaults Chosen,69,70,The plan explicitly permits calls from safe functions and rejects call-site enforcement for this design.,Require an unsafe function or unsafe block at every call site | Reject calls to unsafe values from safe functions,The initial bootstrap surface records the contract in signatures without introducing a second unsafe-context mechanism.,l1/docs/reference/design-decisions.md | l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,DEA-CANON-0366,Directly covered,"Covered by ADR-0010, which also records that future tightening remains possible.",Yes,
DEA-DEC-0377,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D05,2026-05-08,Ordinary pointer dereference and pointer field access remain valid in safe L1 code.,Ownership and memory safety,Language semantics,L1,Retained,Explicit,High,Defaults Chosen,71,72,The plan preserves *p and p.field outside unsafe functions because no pointer-provenance distinction yet separates safe heap pointers from raw pointers.,Gate every dereference and pointer field access on unsafe func | Introduce provenance-qualified pointer types before permitting safe dereference,Existing heap-object pointer use remains ergonomic while the marker is reserved for operations whose safety cannot be expressed by the current pointer model.,l1/docs/reference/design-decisions.md | l1/docs/reference/grammar.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,DEA-CANON-0367,Directly covered,Covered by ADR-0010.,Yes,
DEA-DEC-0378,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D06,2026-05-08,Safe and unsafe function types share the same generated C function-pointer representation while remaining distinct in L1 analysis.,ABI and linking,Backend and C emission | Type system,L1,Retained,Explicit,High,"Implementation Phases / Phase 3: Backend, stdlib, and docs",103,106,The C ABI representation is intentionally unchanged even though analysis and interfaces retain the unsafe distinction.,Use different C typedef shapes for safe and unsafe functions | Erase the unsafe distinction before interface and link boundaries,The safety distinction is a language/LBI contract and need not alter the host C calling convention.,l1/docs/specs/compiler/abi.md | l1/docs/reference/c-backend-design.md,l1/docs/decisions/0007-function-pointer-types.md | l1/docs/decisions/0008-lbi-symbol-mangling.md,DEA-CANON-0368,Directly covered,Covered by the function-pointer and LBI ADRs.,Yes,
DEA-DEC-0379,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D07,2026-05-08,"sys.memory externs with unchecked caller-side raw-memory preconditions are marked unsafe, while allocation functions that establish storage remain plain externs.",Standard library,Ownership and memory safety | Runtime,L1,Retained,Explicit,High,"Implementation Phases / Phase 3: Backend, stdlib, and docs",107,110,The plan assigns unsafe to raw buffer/memory operations with caller preconditions and deliberately leaves rt_alloc and rt_calloc plain.,Mark every sys.memory extern unsafe | Leave all extern declarations plain and communicate hazards only in prose,The public signature distinguishes operations that create valid storage from those requiring the caller to prove raw-memory conditions.,l1/docs/reference/standard-library.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,DEA-CANON-0369,Covered as part of a broader ADR,Covered by the unsafe-marker ADR together with the normative stdlib inventory.,Yes,
DEA-DEC-0380,Plan,l1/work/plans/features/closed/2026-05-08-unsafe-function-marker-noref.md,D08,2026-05-08,Raw pointer indexing was temporarily left accepted without an unsafe-function gate until the dedicated finalization plan.,Ownership and memory safety,Language semantics,L1,Superseded,Explicit,High,Defaults Chosen,73,74,The marker tranche deliberately preserves the then-current pointer-index behavior and assigns the unsafe-context gate to a later plan.,Gate pointer indexing in the marker plan | Reject pointer indexing entirely until finalization,The feature was split so marker/type plumbing landed before the operation that consumed the new unsafe context.,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md | l1/docs/reference/design-decisions.md,l1/docs/decisions/0010-unsafe-marker-and-raw-pointer-indexing.md,DEA-CANON-0370,Covered as part of a broader ADR,The superseding unsafe-gated rule is covered by ADR-0010; no historical standalone ADR is warranted.,Yes,
DEA-DEC-0381,Plan,work/plans/refactors/closed/2026-05-08-sys-memory-rename-noref.md,D01,2026-05-08,The shared low-level raw-memory standard-library module is named sys.memory rather than sys.unsafe.,Standard library,Language syntax,Shared L0/L1,Retained,Explicit,High,Defaults Chosen,78,80,The plan explicitly selects sys.memory as the shared L0/L1 module identity.,Retain sys.unsafe | Choose a different neutral module name such as sys.alloc,The name describes the module's responsibility while freeing unsafe for L1 language syntax.,l0/docs/reference/standard-library.md | l1/docs/reference/standard-library.md,l0/docs/decisions/0015-stdlib-module-boundaries.md,DEA-CANON-0371,Covered as part of a broader ADR,Covered by the stdlib module-boundaries ADR.,Yes,
